description,name,date
"Create consistent assets for you and your team. Prompt Hunt makes it easier than ever to create, edit, and share themes and styles.
",PromptHunt,2023-02-17T02:44:04Z
"Create an AI-generated backend with just a few sentences.
",Autobackend,2023-02-17T02:33:47Z
"Boost your personal brand with your very own digital twin. Engage with your audience like never before through personalized conversations via a chatbot. Enhance your online presence and create an unforgettable experience for your followers.
",PeopleAI,2023-02-17T02:24:36Z
"Summarize a arXiv paper and provide key insights.

ArxivGPT is a Google Chrome plug-in that helps you quickly understand the content of arXiv papers. ArxivGPT makes it easy to stay informed and up-to-date on the latest developments in your field.

",ArxivGPT,2023-02-17T02:20:18Z
"Transform your product photos into stunning designs with the power of AI.
",Cognifystudio,2023-02-17T02:15:25Z
"The free AI encyclopedia.
AI tools, podcasts, prompts, newsletter, and movies.
",AIcyclopedia,2023-02-17T02:12:43Z
"Get optimization recommendations by for your Amazon listing. Get the most relevant keyword suggestions, listing optimization, listing scoring, review analysis, competitive analysis.
",Sellesta,2023-02-17T02:03:06Z
"extractGPT is a browser extension that helps you quickly extract structured information from any web page.
",extractGPT,2023-02-17T01:56:53Z
"Send personalized LinkedIn invitations, instantly. Chrome extension that crafts outreach messages for candidates based on their LinkedIn profile.

",HirePeople,2023-02-17T01:50:40Z
"Make your Job Description exciting with highly personalized and curated copy powered by AI
",Snape,2023-02-17T01:41:26Z
"Build Your Own ChatBOT With Your Data. Get Unique Insights and Solutions with AI Trained On Your Content.

",CustomGPT,2023-02-17T01:32:47Z
"Upload a photo of a product and replace the original background with one of hundreds of backgrounds. The AI understands the product and produces images with correct shadows, reflections and lighting. Just try it out for free!
",Mokker,2023-02-10T14:28:56Z
"Figma plugin to populate your designs with realistic content, both text and visuals.

",Contentinator,2023-02-17T01:17:51Z
"Photo AI is the first AI Photographer. With Photo AI you train a model of yourself (or a model if you’re an agency) on photos of them and generate shoots in different locations, times, apparel, and poses. 
",PhotoAI,2023-02-17T01:04:47Z
"Create an icon that truly represents your app with AI. 
Delivered in less than 1 minute

100% created by AI — Trained on a huge library of graphics, icons, and assets

Fully ownership of the generated icon (including selling rights and copyright)


",Iconify AI,2023-02-16T19:55:59Z
"SheCodes Athena will help you with technical questions about your code using artificial intelligence to find the answer. 
",SheCodes Athena,2023-02-16T19:49:15Z
"Text-to-Video-Games. 

Immerse audiences in new ways of storytelling and engagement. Create videos and games from textual descriptions. 
",Opus,2023-02-16T19:40:33Z
"Engagement-as-a-product. Sefi is delivering businesses with AI-generated gameplays. Personalized experiences assembled in real-time, on demand.

Sefi is an engine that funnels your users-data through generative AI models that build personalized game-based content for your customers. 

",Sefirot,2023-02-16T19:10:48Z
"Fast presentation design with AI assistant. Upload your draft presentation and get the magic of design in seconds!

Wonderslide works with the PowerPoint and Google Slides files. It arranges and aligns all the elements, and returns the file you can edit.
",Wonderslide,2023-02-16T18:57:28Z
"Beautiful Slides on brand & in one click.

DeckRobot AI is an Add-on for PowerPoint.  will effortlessly design hundreds of your PowerPoint slides in seconds not hours.

Save 80% of screen time in PowerPoint and win 3x RFPs!
",DeckRobot,2023-02-16T18:41:41Z
"AI Powered WebIDE & VSCode extension. Create documentation, Refactor, Debug and Generate code with the click of a button. Save your code snippets into your library for your whole team to use. Search snippets by language, name or folder & create your own folder structure to suit your needs.
",CodeSnippets.ai,2023-02-16T12:32:07Z
"Create animation and video with text from image
",IP2P Video w/ Coherence Guidance,2023-02-16T11:53:22Z
"A neural network structure to control diffusion models by adding extra conditions. It copys the weights of neural network blocks into a ""locked"" copy and a ""trainable"" copy.
",ControlNet,2023-02-15T18:18:50Z
"A Google Chrome plug-in that helps you quickly understand the content of arXiv papers. With just a click, it summarizes the paper and provides key insights, saving you time and helping you quickly grasp the main ideas and concepts. 

",ArxivGPT,2023-02-16T10:49:39Z
"CAMIRA is an all-in-one AI-powered platform designed specifically for content creators, photographers, and videographers. With a wide range of features, including AI-generated ideas, AI chat assistance, AI image generators, AI location scout, and much more, CAMIRA streamlines the content creation process and elevates the end result. Whether you're looking to generate unique ideas, save time on marketing materials, or produce professional-grade content, CAMIRA is the perfect solution. Try it for free today.
",CAMIRA,2023-02-15T17:33:23Z
"AI-Info.org is a website dedicated to helping individuals understand the various aspects of artificial intelligence (AI). The website provides educational materials, such as videos and articles, on topics ranging from AI ethics to machine learning. 
",AI-info,2023-02-14T17:36:16Z
"Genarete a love letter for your Valentine 

",ValentAInes Day ,2023-02-14T17:11:47Z
"Sometimes we want to discuss a difficult topic or situation with someone but we can't find the right words.
This tool helps write a simple, empathic note to anyone on any topic, so your feelings can be heard.
",Feelings Ltd,2023-02-14T15:49:49Z
"Text-to-Audio Generation with Latent Diffusion Models

",AudioLDM,2023-02-14T14:42:00Z
"Lunna AI is the world's most advanced artificial intelligence writing tool. She uses OpenAI's GPT-3 to generate high quality and engaging content for her blog or website. We have 10+ tools that are perfect for writers who want to create compelling original content quickly and easily.
",Lunna AI,2023-02-13T19:15:14Z
"Maverick helps businesses send automated AI generated personalized videos at scale to all their customers. Just record yourself once and Maverick uses AI and Deep Tech to generate endless unique personalized videos where you greet each customer by name. They are great for post purchase thank yous, welcome series, win backs, abandoned cart or incomplete sign up recoveries, etc. This solution will help you boost LTV, improve your engagement and conversions, increase revenue and retention and delight your customers at scale.
",Maverick,2023-02-14T06:42:35Z
"Stunning vector illustrations from text prompts.

",Illustroke,2023-02-13T04:26:34Z
"Stylize video with text prompt
",Instruct Pix2Pix Video,2023-02-13T09:16:45Z
"ConversAI is the personal AI chat assistant that helps you respond to anything with just one click. Let AI carry the conversation and never run out of interesting things to say!
",ConversAI,2023-02-14T05:51:31Z
"Galileo AI creates delightful, editable UI designs from a simple text description. Trained on thousands of outstanding designs, Galileo AI turns natural language prompts into high-fidelity designs, editable in Figma.

By leveraging large language models, our AI understands the complex context and fills the end-to-end product copy accurately.
",Galileo AI,2023-02-13T02:33:01Z
"Banana provides inference hosting for ML models in three easy steps and a single line of code.

Deploy models to production faster and cheaper with our serverless GPUs than developing the infrastructure yourself.
",Banana,2023-02-13T01:59:07Z
"Make short videos from long ones instantly. Create social ready short clips from your long videos with AI. Save 90% time and effort.
Vidyo AI has been trained specifically to work on content repurposing from podcasts, webinars and videos. It can automatically identify chapters and the most engaging moments from your video.
",Vidyo,2023-02-13T03:16:17Z
"Centralize knowledge from across your organization with a single plug-in, ensuring alignment and giving instant support to client-facing teams.
",Pragma,2023-02-13T03:40:49Z
"DeviantArt DreamUp™ lets you create AI art knowing that creators and their work are treated fairly. 
",DreamUp,2022-11-16T14:00:18Z
"AI and ML player bots for testing game levels automatically. Also bots can generate game levels
",modl AI Engine,2022-11-11T07:18:44Z
"AI image generator with in built styles, batch, image to image generation and scroll down history. Comfortable to use on mobile.
",PlaygroundAI,2022-11-03T08:03:30Z
"Playground, Documentation, and AI Playground
",GooseAI,2022-09-27T23:52:45Z
"Storytelling Assistant. A collaborative AI partner, right at your fingertips.

Type in a prompt and watch Tome generate entire narratives from scratch or create additional content pages within seconds. Use our DALL·E 2 tile to create compelling images, tailor-made to bring your idea to life.
",Tome,2023-02-13T03:53:33Z
"Create customisable royalty free music that elevates your story. Beatoven.ai uses advanced AI music generation techniques to compose unique mood-based music to suit every part of your video or podcast.

",Beatoven,2023-02-13T03:44:49Z
